Gared,65,1,1
Waymar Royce,65,1,1
Will,65,1,1
Gared,99,1,1
Waymar Royce,99,1,1
Will,99,1,1
Will,7,1,1
Wight Wildling Girl,7,1,1
Will,7,1,1
Gared,112,1,1
Waymar Royce,112,1,1
Will,112,1,1
Will,5,1,1
Gared,7,1,1
Waymar Royce,7,1,1
Will,10,1,1
Gared,23,1,1
Waymar Royce,23,1,1
White Walker,23,1,1
Will,18,1,1
Will,10,1,1
Wight Wildling Girl,10,1,1
Will,56,1,1
Gared,56,1,1
White Walker,56,1,1
Will,191,1,1
Jon Snow,191,1,1
Bran Stark,191,1,1
Robb Stark,191,1,1
Eddard Stark,191,1,1
Catelyn Stark,191,1,1
Rickon Stark,191,1,1
Sansa Stark,191,1,1
Arya Stark,191,1,1
Theon Greyjoy,191,1,1
Rodrik Cassel,191,1,1
Septa Mordane,191,1,1
Will,183,1,1
Eddard Stark,183,1,1
Robb Stark,183,1,1
Theon Greyjoy,183,1,1
Bran Stark,183,1,1
Rodrik Cassel,183,1,1
Jory Cassel,183,1,1
Jon Snow,183,1,1
Jon Snow,183,1,1
Eddard Stark,183,1,1
Theon Greyjoy,183,1,1
Bran Stark,183,1,1
Robb Stark,183,1,1
Rodrik Cassel,183,1,1
Jory Cassel,183,1,1
Grey Wind,183,1,1
Lady,183,1,1
Nymeria,183,1,1
Summer,183,1,1
Shaggydog,183,1,1
Ghost,183,1,1
Jon Arryn,121,1,1
Cersei Lannister,121,1,1
Jaime Lannister,121,1,1
Catelyn Stark,118,1,1
Eddard Stark,118,1,1
Catelyn Stark,26,1,1
Maester Luwin,26,1,1
Robb Stark,30,1,1
Theon Greyjoy,30,1,1
Jon Snow,30,1,1
Bran Stark,337,1,1
Catelyn Stark,337,1,1
Maester Luwin,337,1,1
Summer,337,1,1
Arya Stark,337,1,1
Joffrey Baratheon,337,1,1
Sandor Clegane,337,1,1
Rickon Stark,337,1,1
Eddard Stark,337,1,1
Sansa Stark,337,1,1
Theon Greyjoy,337,1,1
Jon Snow,337,1,1
Jory Cassel,337,1,1
Hodor,337,1,1
Rodrik Cassel,337,1,1
Robert Baratheon,337,1,1
Cersei Lannister,337,1,1
Jaime Lannister,337,1,1
Myrcella Baratheon,337,1,1
Tommen Baratheon,337,1,1
Robert Baratheon,91,1,1
Eddard Stark,91,1,1
Jaime Lannister,130,1,1
Tyrion Lannister,130,1,1
Ros,130,1,1
Robert Baratheon,48,1,1
Eddard Stark,48,1,1
Daenerys Targaryen,152,1,1
Viserys Targaryen,152,1,1
Daenerys Targaryen,126,1,1
Viserys Targaryen,126,1,1
Illyrio Mopatis,126,1,1
Khal Drogo,126,1,1
Qotho,126,1,1
Viserys Targaryen,102,1,1
Illyrio Mopatis,102,1,1
Daenerys Targaryen,102,1,1
Catelyn Stark,51,1,1
Sansa Stark,51,1,1
Robert Baratheon,23,1,1
Catelyn Stark,23,1,1
Cersei Lannister,23,1,1
Rodrik Cassel,23,1,1
Jon Snow,175,1,1
Benjen Stark,175,1,1
Tyrion Lannister,175,1,1
Rodrik Cassel,194,1,1
Benjen Stark,194,1,1
Eddard Stark,194,1,1
Robb Stark,194,1,1
Robert Baratheon,194,1,1
Catelyn Stark,194,1,1
Cersei Lannister,194,1,1
Sansa Stark,194,1,1
Joffrey Baratheon,194,1,1
Jaime Lannister,194,1,1
Arya Stark,194,1,1
Theon Greyjoy,194,1,1
Eddard Stark,181,1,1
Catelyn Stark,181,1,1
Maester Luwin,181,1,1
Khal Drogo,336,1,1
Daenerys Targaryen,336,1,1
Viserys Targaryen,336,1,1
Illyrio Mopatis,336,1,1
Qotho,336,1,1
Jorah Mormont,336,1,1
Drogon,336,1,1
Rhaegal,336,1,1
Viserion,336,1,1
Khal Drogo,103,1,1
Daenerys Targaryen,103,1,1
Tyrion Lannister,78,1,1
Sandor Clegane,78,1,1
Theon Greyjoy,78,1,1
Eddard Stark,78,1,1
Benjen Stark,78,1,1
Robb Stark,78,1,1
Robert Baratheon,78,1,1
Bran Stark,78,1,1
Summer,78,1,1
Bran Stark,111,1,1
Summer,111,1,1
Jaime Lannister,111,1,1
Cersei Lannister,111,1,1
Jorah Mormont,186,1,2
Daenerys Targaryen,186,1,2
Khal Drogo,186,1,2
Viserys Targaryen,186,1,2
Doreah,186,1,2
Irri,186,1,2
Jhiqui,186,1,2
Tyrion Lannister,97,1,2
Joffrey Baratheon,97,1,2
Sandor Clegane,97,1,2
Tyrion Lannister,133,1,2
Jaime Lannister,133,1,2
Cersei Lannister,133,1,2
Tommen Baratheon,133,1,2
Myrcella Baratheon,133,1,2
Catelyn Stark,146,1,2
Bran Stark,146,1,2
Cersei Lannister,146,1,2
Jon Snow,102,1,2
Jaime Lannister,102,1,2
Arya Stark,137,1,2
Nymeria,137,1,2
Jon Snow,137,1,2
Catelyn Stark,219,1,2
Jon Snow,219,1,2
Bran Stark,219,1,2
Eddard Stark,219,1,2
Jon Snow,45,1,2
Robb Stark,45,1,2
Tyrion Lannister,104,1,2
Benjen Stark,104,1,2
Eddard Stark,104,1,2
Jon Snow,104,1,2
Robert Baratheon,199,1,2
Eddard Stark,199,1,2
Khal Drogo,46,1,2
Daenerys Targaryen,46,1,2
Drogon,46,1,2
Rhaegal,46,1,2
Viserion,46,1,2
Jon Snow,200,1,2
Ghost,200,1,2
Benjen Stark,200,1,2
Tyrion Lannister,200,1,2
Rast,200,1,2
Catelyn Stark,192,1,2
Bran Stark,192,1,2
Maester Luwin,192,1,2
Robb Stark,192,1,2
Catspaw Assassin,192,1,2
Summer,192,1,2
Daenerys Targaryen,113,1,2
Doreah,113,1,2
Irri,113,1,2
Jhiqui,113,1,2
Drogon,113,1,2
Rhaegal,113,1,2
Viserion,113,1,2
Benjen Stark,32,1,2
Jon Snow,32,1,2
Tyrion Lannister,32,1,2
Catelyn Stark,79,1,2
Catelyn Stark,109,1,2
Robb Stark,109,1,2
Maester Luwin,109,1,2
Rodrik Cassel,109,1,2
Theon Greyjoy,109,1,2
Catelyn Stark,53,1,2
Bran Stark,53,1,2
Daenerys Targaryen,103,1,2
Doreah,103,1,2
Drogon,130,1,2
Rhaegal,130,1,2
Viserion,130,1,2
Khal Drogo,130,1,2
Daenerys Targaryen,130,1,2
Sansa Stark,111,1,2
Lady,111,1,2
Joffrey Baratheon,111,1,2
Sandor Clegane,111,1,2
Ilyn Payne,111,1,2
Arya Stark,163,1,2
Mycah,163,1,2
Joffrey Baratheon,163,1,2
Sansa Stark,163,1,2
Nymeria,163,1,2
Arya Stark,51,1,2
Nymeria,51,1,2
Eddard Stark,38,1,2
Jory Cassel,38,1,2
Eddard Stark,249,1,2
Arya Stark,249,1,2
Joffrey Baratheon,249,1,2
Cersei Lannister,249,1,2
Robert Baratheon,249,1,2
Ilyn Payne,249,1,2
Sansa Stark,249,1,2
Jory Cassel,249,1,2
Sandor Clegane,31,1,2
Mycah,31,1,2
Eddard Stark,31,1,2
Bran Stark,11,1,2
Summer,11,1,2
Lady,28,1,2
Eddard Stark,28,1,2
Bran Stark,16,1,2
Summer,16,1,2
Eddard Stark,10,1,2
Lady,10,1,2
Bran Stark,9,1,2
Summer,9,1,2
Eddard Stark,55,1,3
Sansa Stark,55,1,3
Arya Stark,55,1,3
Jory Cassel,55,1,3
Septa Mordane,55,1,3
Royal Steward,55,1,3
Eddard Stark,155,1,3
Jaime Lannister,155,1,3
Eddard Stark,174,1,3
Lord Varys,174,1,3
Grand Maester Pycelle,174,1,3
Renly Baratheon,174,1,3
Petyr Baelish,174,1,3
Joffrey Baratheon,159,1,3
Cersei Lannister,159,1,3
Arya Stark,81,1,3
Sansa Stark,81,1,3
Septa Mordane,81,1,3
Eddard Stark,81,1,3
Arya Stark,217,1,3
Eddard Stark,217,1,3
Bran Stark,182,1,3
Old Nan,182,1,3
Robb Stark,182,1,3
Rodrik Cassel,172,1,3
Catelyn Stark,172,1,3
Petyr Baelish,172,1,3
Lord Varys,172,1,3
Tyrion Lannister,96,1,3
Jeor Mormont,96,1,3
Alliser Thorne,96,1,3
Jon Snow,96,1,3
Pypar,96,1,3
Grenn,96,1,3
Rast,96,1,3
Eddard Stark,49,1,3
Grand Maester Pycelle,49,1,3
Petyr Baelish,49,1,3
Eddard Stark,35,1,3
Petyr Baelish,35,1,3
Catelyn Stark,35,1,3
Jon Snow,120,1,3
Rast,120,1,3
Grenn,120,1,3
Pypar,120,1,3
Tyrion Lannister,120,1,3
Petyr Baelish,37,1,3
Catelyn Stark,37,1,3
Eddard Stark,37,1,3
Cersei Lannister,69,1,3
Jaime Lannister,69,1,3
Eddard Stark,99,1,3
Catelyn Stark,99,1,3
Rodrik Cassel,99,1,3
Jory Cassel,99,1,3
Robert Baratheon,272,1,3
Barristan Selmy,272,1,3
Lancel Lannister,272,1,3
Jaime Lannister,272,1,3
Khal Drogo,218,1,3
Daenerys Targaryen,218,1,3
Jorah Mormont,218,1,3
Viserys Targaryen,218,1,3
Rakharo,218,1,3
Irri,218,1,3
Jon Snow,215,1,3
Benjen Stark,215,1,3
Tyrion Lannister,234,1,3
Yoren,234,1,3
Benjen Stark,234,1,3
Daenerys Targaryen,38,1,3
Irri,38,1,3
Jorah Mormont,134,1,3
Rakharo,134,1,3
Irri,134,1,3
